"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"GOTERM_CC_DIRECT","membrane","105","222","5668","13725","4.66e-2","4.05e-1","1.15","1.00e+0","3.84e-1","3.96e-2","ENSMUSG00000022122,ENSMUSG00000101389,ENSMUSG00000038023,ENSMUSG00000034462,ENSMUSG00000031239,ENSMUSG00000035279,ENSMUSG00000020170,ENSMUSG00000059498,ENSMUSG00000033361,ENSMUSG00000026796,ENSMUSG00000007659,ENSMUSG00000030091,ENSMUSG00000025986,ENSMUSG00000026712,ENSMUSG00000044017,ENSMUSG00000029547,ENSMUSG00000024659,ENSMUSG00000047126,ENSMUSG00000021823,ENSMUSG00000034055,ENSMUSG00000075602,ENSMUSG00000035941,ENSMUSG00000034723,ENSMUSG00000028041,ENSMUSG00000040848,ENSMUSG00000024481,ENSMUSG00000000555,ENSMUSG00000021374,ENSMUSG00000020681,ENSMUSG00000022462,ENSMUSG00000063801,ENSMUSG00000022464,ENSMUSG00000022500,ENSMUSG00000038084,ENSMUSG00000020689,ENSMUSG00000023959,ENSMUSG00000015766,ENSMUSG00000038886,ENSMUSG00000030643,ENSMUSG00000057137,ENSMUSG00000030110,ENSMUSG00000027860,ENSMUSG00000015659,ENSMUSG00000028552,ENSMUSG00000027340,ENSMUSG00000029484,ENSMUSG00000008845,ENSMUSG00000025203,ENSMUSG00000020315,ENSMUSG00000039286,ENSMUSG00000031207,ENSMUSG00000054675,ENSMUSG00000009905,ENSMUSG00000029231,ENSMUSG00000027333,ENSMUSG00000002831,ENSMUSG00000025316,ENSMUSG00000046768,ENSMUSG00000024621,ENSMUSG00000021236,ENSMUSG00000047731,ENSMUSG00000037098,ENSMUSG00000017009,ENSMUSG00000030104,ENSMUSG00000056579,ENSMUSG00000032231,ENSMUSG00000018906,ENSMUSG00000007613,ENSMUSG00000022797,ENSMUSG00000024978,ENSMUSG00000068566,ENSMUSG00000019278,ENSMUSG00000063275,ENSMUSG00000002602,ENSMUSG00000037242,ENSMUSG00000041460,ENSMUSG00000037400,ENSMUSG00000032633,ENSMUSG00000074582,ENSMUSG00000031494,ENSMUSG00000027276,ENSMUSG00000021171,ENSMUSG00000004798,ENSMUSG00000048578,ENSMUSG00000020122,ENSMUSG00000009687,ENSMUSG00000018398,ENSMUSG00000037071,ENSMUSG00000022822,ENSMUSG00000052957,ENSMUSG00000022946,ENSMUSG00000021978,ENSMUSG00000030208,ENSMUSG00000074743,ENSMUSG00000004044,ENSMUSG00000026697,ENSMUSG00000028995,ENSMUSG00000022770,ENSMUSG00000050947,ENSMUSG00000037060,ENSMUSG00000024679,ENSMUSG00000042410,ENSMUSG00000045246,ENSMUSG00000033788,ENSMUSG00000037503"
"GOTERM_CC_DIRECT","laminin-1 complex","2","222","3","13725","4.75e-2","4.05e-1","41.22","1.00e+0","3.84e-1","7.73e-4","ENSMUSG00000002900,ENSMUSG00000026478"
"GOTERM_CC_DIRECT","procollagen-proline 4-dioxygenase complex","2","222","3","13725","4.75e-2","4.05e-1","41.22","1.00e+0","3.84e-1","7.73e-4","ENSMUSG00000019916,ENSMUSG00000018906"
"GOTERM_CC_DIRECT","laminin-10 complex","2","222","3","13725","4.75e-2","4.05e-1","41.22","1.00e+0","3.84e-1","7.73e-4","ENSMUSG00000002900,ENSMUSG00000026478"
"GOTERM_CC_DIRECT","Myb complex","2","222","3","13725","4.75e-2","4.05e-1","41.22","1.00e+0","3.84e-1","7.73e-4","ENSMUSG00000047126,ENSMUSG00000031328"
"GOTERM_CC_DIRECT","nuclear membrane","9","222","248","13725","4.78e-2","4.05e-1","2.24","1.00e+0","3.84e-1","1.96e-2","ENSMUSG00000001150,ENSMUSG00000007659,ENSMUSG00000022122,ENSMUSG00000021374,ENSMUSG00000027333,ENSMUSG00000030091,ENSMUSG00000020122,ENSMUSG00000056579,ENSMUSG00000029547"
"GOTERM_CC_DIRECT","actin filament","5","222","87","13725","5.18e-2","4.30e-1","3.55","1.00e+0","4.07e-1","1.34e-2","ENSMUSG00000024659,ENSMUSG00000021823,ENSMUSG00000031328,ENSMUSG00000034201,ENSMUSG00000031799"
"GOTERM_CC_DIRECT","cytoplasmic vesicle","18","222","695","13725","5.68e-2","4.61e-1","1.60","1.00e+0","4.37e-1","3.32e-2","ENSMUSG00000028041,ENSMUSG00000074582,ENSMUSG00000026697,ENSMUSG00000004798,ENSMUSG00000007659,ENSMUSG00000000555,ENSMUSG00000063801,ENSMUSG00000041037,ENSMUSG00000026028,ENSMUSG00000022797,ENSMUSG00000018398,ENSMUSG00000024659,ENSMUSG00000050812,ENSMUSG00000047126,ENSMUSG00000037242,ENSMUSG00000034462,ENSMUSG00000030643,ENSMUSG00000033788"
"GOTERM_CC_DIRECT","protein-containing complex","20","222","802","13725","5.91e-2","4.68e-1","1.54","1.00e+0","4.44e-1","3.59e-2","ENSMUSG00000006134,ENSMUSG00000004044,ENSMUSG00000032231,ENSMUSG00000052684,ENSMUSG00000029231,ENSMUSG00000021374,ENSMUSG00000007613,ENSMUSG00000020122,ENSMUSG00000029657,ENSMUSG00000024659,ENSMUSG00000037060,ENSMUSG00000020689,ENSMUSG00000047126,ENSMUSG00000020315,ENSMUSG00000026879,ENSMUSG00000021823,ENSMUSG00000047343,ENSMUSG00000050697,ENSMUSG00000046491,ENSMUSG00000054203"
"GOTERM_CC_DIRECT","Golgi lumen","3","222","25","13725","6.08e-2","4.68e-1","7.42","1.00e+0","4.44e-1","7.38e-3","ENSMUSG00000072941,ENSMUSG00000022822,ENSMUSG00000017009"
